Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.16,0.99,-0.05,0.07,-2.38,-0.77
-0.16,0.99,-0.05,0.49,-2.52,-0.7
-0.16,0.99,-0.05,0.35,-2.38,-0.77
-0.16,0.99,-0.05,0.35,-2.45,-0.63
-0.16,0.99,-0.06,0.07,-2.45,-0.77
-0.15,0.99,-0.05,-0.07,-2.59,-0.84
-0.15,0.99,-0.05,0.07,-2.59,-0.7
-0.15,0.99,-0.06,0.07,-2.45,-0.77
-0.15,0.99,-0.05,0.07,-2.38,-0.84
-0.15,0.99,-0.05,-0.07,-2.1,-0.98
-0.16,0.99,-0.05,0.21,-2.17,-0.77
-0.16,0.99,-0.05,0.07,-2.03,-0.7
-0.16,0.99,-0.05,0.14,-2.1,-0.77
-0.16,0.99,-0.05,0.35,-2.24,-0.7
-0.16,0.99,-0.05,0.21,-2.38,-0.7
-0.16,0.99,-0.06,-0.14,-2.31,-0.91
-0.15,0.99,-0.05,0.35,-2.59,-0.77
-0.15,0.99,-0.05,0.07,-2.38,-0.84
-0.15,0.99,-0.05,0.49,-2.59,-0.84
-0.15,0.99,-0.05,0.28,-2.24,-0.98
-0.16,0.99,-0.06,0.49,-2.45,-0.63
-0.15,0.99,-0.06,0.63,-2.52,-0.63
-0.16,0.99,-0.05,0.63,-2.59,-0.7
-0.15,0.99,-0.05,0.21,-2.45,-0.84
-0.16,0.99,-0.06,0.07,-2.59,-0.91
-0.15,0.99,-0.06,0.07,-2.45,-0.77
-0.15,0.99,-0.06,0,-2.24,-0.98
-0.15,0.99,-0.06,0,-2.38,-0.77
-0.15,0.99,-0.06,0.07,-2.45,-0.84
-0.15,0.99,-0.05,0.14,-2.38,-0.84
-0.15,0.99,-0.05,-0.14,-2.1,-0.98
-0.15,0.99,-0.05,0,-2.17,-0.77
-0.16,0.99,-0.05,0.21,-2.03,-1.05
-0.16,0.99,-0.05,0.07,-2.31,-0.84
-0.15,0.99,-0.05,0.35,-2.45,-0.7
-0.16,0.99,-0.05,0.28,-2.38,-0.77
-0.16,0.99,-0.05,0.07,-2.38,-0.77
-0.16,0.99,-0.05,0.07,-2.45,-0.84
-0.15,0.99,-0.05,0.14,-2.38,-0.98
-0.16,0.99,-0.05,0.07,-2.38,-0.77
-0.15,0.99,-0.05,-17.71,-2.38,-0.84
-0.15,0.99,-0.05,0.21,-2.59,-0.77
-0.15,0.99,-0.05,0.28,-2.38,-0.7
-0.15,0.99,-0.05,0.28,-2.52,-0.77
-0.16,0.99,-0.05,0.21,-2.45,-0.7
-0.16,0.99,-0.05,0.07,-2.52,-0.63
-0.15,0.99,-0.05,0.14,-2.24,-0.91
-0.15,0.99,-0.05,0.07,-2.24,-0.91
-0.15,0.99,-0.06,0.14,-2.24,-0.77
-0.15,0.99,-0.05,0.21,-2.31,-0.7
-0.15,0.99,-0.05,0.07,-2.24,-0.84
-0.15,0.99,-0.06,0.14,-2.31,-0.98
-0.15,0.99,-0.06,0.14,-2.17,-1.12
-0.15,0.99,-0.06,-0.07,-2.17,-0.91
-0.15,0.99,-0.06,0.21,-2.38,-0.84
-0.16,0.99,-0.06,0,-2.24,-0.91
-0.16,0.99,-0.06,-0.07,-2.17,-0.98
-0.16,0.99,-0.05,0.07,-2.17,-0.91
-0.16,0.99,-0.05,-0.14,-2.03,-0.7
-0.16,0.99,-0.05,-0.14,-2.03,-0.91
-0.16,0.99,-0.05,-0.14,-2.17,-0.63
-0.16,0.99,-0.05,0,-2.31,-0.7
-0.16,0.99,-0.05,0.07,-2.45,-0.63
-0.16,0.99,-0.05,-0.14,-2.45,-0.84
-0.16,0.99,-0.05,0,-2.45,-0.77
-0.15,0.99,-0.05,0.07,-2.52,-0.63
-0.15,0.99,-0.05,0.35,-2.94,-0.42
-0.15,0.99,-0.05,0.56,-2.73,-0.56
-0.15,0.99,-0.05,0.56,-2.59,-0.56
-0.15,0.99,-0.05,0.49,-2.52,-0.63
-0.15,0.99,-0.05,0.49,-2.24,-0.84
-0.15,0.99,-0.06,0.49,-2.31,-0.98
-0.15,0.99,-0.06,0.42,-2.24,-0.7
-0.15,0.99,-0.06,0.7,-2.1,-0.84
-0.16,0.99,-0.06,0.28,-2.31,-0.91
-0.16,0.99,-0.05,0.56,-2.66,-0.56
-0.15,0.99,-0.05,0.28,-2.38,-0.7
-0.16,0.99,-0.05,0.42,-2.45,-0.56
-0.16,0.99,-0.05,0.49,-2.52,-0.42
-0.16,0.99,-0.05,0.35,-2.45,-0.77
-0.15,0.99,-0.05,0.35,-2.66,-0.42
-0.15,0.99,-0.05,0.63,-2.59,-0.42
-0.15,0.99,-0.05,0.49,-2.45,-0.56
-0.15,0.99,-0.05,0.49,-2.45,-0.56
-0.15,0.99,-0.05,0.63,-2.45,-0.35
-0.15,0.99,-0.05,0.63,-2.38,-0.56
-0.15,0.99,-0.05,0.63,-2.17,-0.35
-0.15,0.98,-0.05,0.84,-2.31,-0.14
-0.15,0.99,-0.05,1.05,-2.52,-0.21
-0.15,0.99,-0.05,0.63,-2.45,-0.49
-0.15,0.99,-0.05,0.49,-2.38,-0.42
-0.15,0.99,-0.06,0.35,-2.45,-0.56
-0.15,0.99,-0.06,0.49,-2.45,-0.28
-0.15,0.99,-0.06,0.14,-2.1,-0.7
-0.15,0.99,-0.06,0.35,-2.31,-0.56
-0.15,0.99,-0.06,0.35,-2.1,-0.56
-0.16,0.99,-0.06,0,-2.03,-0.56
-0.15,0.99,-0.06,0.21,-1.89,-0.49
-0.16,0.99,-0.06,0,-2.03,-0.49
-0.15,0.99,-0.06,0,-2.17,-0.56
-0.15,0.99,-0.06,0.07,-2.38,-0.42
-0.16,0.99,-0.06,0.14,-2.8,-0.7
-0.15,0.99,-0.05,0,-2.87,-0.7
-0.15,0.99,-0.06,0.07,-3.01,-0.7
-0.15,0.99,-0.06,0.07,-3.08,-0.77
-0.15,0.99,-0.06,-0.07,-3.08,-0.84
-0.16,0.99,-0.06,-0.56,-2.94,-0.98
-0.13,0.99,-0.05,-0.14,-2.8,-0.77
-0.16,1,-0.07,0.07,-2.66,-1.05
-0.15,0.98,-0.05,-0.77,-2.59,-0.98
-0.15,0.99,-0.05,-0.35,-2.03,-0.98
-0.14,0.99,-0.06,0,-2.38,-0.84
-0.17,0.99,-0.05,-1.26,-1.89,-0.7
-0.12,0.99,-0.04,0.28,-1.12,-0.91
-0.15,1,-0.07,-0.42,-2.59,-0.77
-0.15,0.99,-0.05,-0.35,-1.75,-0.91
-0.16,0.99,-0.05,-0.42,-1.61,-1.12
-0.14,0.99,-0.05,-0.14,-2.24,-0.91
-0.16,0.99,-0.06,-0.35,-2.31,-0.91
-0.15,0.99,-0.05,-0.21,-2.24,-0.98
-0.16,0.99,-0.05,-0.35,-2.31,-0.98
-0.15,0.99,-0.06,0,-2.1,-0.84
-0.15,0.99,-0.05,-0.35,-2.1,-0.91
-0.16,0.99,-0.06,-0.42,-2.1,-1.12
-0.15,0.99,-0.06,-0.35,-2.03,-0.77
-0.15,0.99,-0.05,-0.42,-2.1,-0.77
-0.15,0.99,-0.06,-0.35,-1.82,-0.91
-0.15,0.99,-0.05,-0.35,-1.61,-0.84
-0.15,0.99,-0.06,-0.56,-1.68,-0.98
-0.16,0.99,-0.05,-0.42,-1.82,-0.98
-0.16,0.99,-0.05,-0.49,-1.89,-1.12
-0.15,0.99,-0.05,-0.56,-2.17,-1.05
-0.15,0.99,-0.05,-0.91,-2.66,-0.98
-0.15,0.99,-0.06,-0.98,-2.52,-1.12
-0.15,0.99,-0.05,-1.26,-2.52,-1.26
-0.15,0.99,-0.06,-0.98,-2.8,-1.05
-0.15,0.99,-0.05,-1.19,-2.59,-1.26
-0.15,0.99,-0.06,-1.19,-2.59,-1.26
-0.15,0.99,-0.06,-1.19,-2.24,-1.26
-0.15,0.99,-0.05,-1.47,-2.1,-1.33
-0.16,0.99,-0.05,-1.33,-2.1,-1.26
-0.16,0.99,-0.05,-1.26,-2.17,-1.26
-0.16,0.99,-0.05,-1.47,-2.17,-1.26
-0.16,0.99,-0.05,-1.26,-2.24,-1.26
-0.16,0.99,-0.05,-1.4,-2.31,-1.33
-0.16,0.99,-0.05,-1.05,-2.45,-1.26
-0.16,0.99,-0.05,-0.98,-2.38,-1.19
-0.16,0.99,-0.05,-1.12,-2.31,-1.26
-0.16,0.99,-0.04,-0.84,-2.52,-1.05
-0.16,0.99,-0.05,-0.63,-2.52,-0.91
-0.16,0.99,-0.05,-0.63,-2.38,-1.05
-0.15,0.99,-0.04,-0.28,-2.52,-0.91
-0.16,0.99,-0.04,-0.07,-2.45,-0.84
-0.15,0.99,-0.04,0.28,-2.45,-0.7
-0.15,0.99,-0.04,0.56,-2.52,-0.63
-0.16,0.99,-0.04,0.56,-2.38,-0.7
-0.16,0.99,-0.04,1.19,-2.52,-0.35
-0.16,0.99,-0.04,1.12,-2.24,-0.7
-0.15,0.99,-0.04,1.47,-2.73,-0.14
-0.15,0.99,-0.05,1.33,-2.45,-0.28
-0.16,0.99,-0.04,1.61,-2.59,-0.35
-0.16,0.99,-0.05,1.68,-2.8,-0.35
-0.11,1,-0.03,2.1,-1.82,-0.63
-0.2,0.99,-0.07,-0.14,-3.29,-0.98
-0.13,0.97,-0.04,1.75,-1.96,-0.49
-0.15,1,-0.07,2.17,-2.94,-0.42
-0.16,0.99,-0.06,0.91,-2.87,-0.35
-0.15,0.99,-0.05,0.63,-2.24,-0.77
-0.16,0.99,-0.07,0.7,-2.73,-0.7
-0.15,0.99,-0.05,0.21,-2.45,-0.7
-0.15,0.99,-0.05,0.21,-2.17,-0.56
-0.15,0.99,-0.06,0.14,-2.24,-0.56
-0.15,0.99,-0.06,-0.14,-2.17,-0.91
-0.15,0.99,-0.05,-0.07,-2.38,-1.05
-0.15,0.99,-0.05,0.07,-2.24,-0.91
-0.15,0.99,-0.05,-0.21,-2.03,-1.12
-0.15,0.99,-0.05,0.21,-2.17,-0.91
-0.16,0.99,-0.05,0.07,-2.17,-1.12
-0.16,0.99,-0.05,-0.21,-2.45,-1.12
-0.16,0.99,-0.05,0,-2.66,-1.05
-0.16,0.99,-0.05,-0.21,-2.73,-0.98
-0.16,0.99,-0.05,-0.21,-2.66,-0.98
-0.16,0.99,-0.05,-0.56,-2.45,-1.05
-0.16,0.99,-0.05,-0.35,-2.59,-0.98
-0.16,0.99,-0.05,-0.28,-2.45,-0.91
-0.15,0.99,-0.05,-0.07,-2.45,-0.84
-0.15,0.99,-0.05,0.14,-2.38,-0.91
-0.15,0.99,-0.05,-0.14,-2.17,-1.19
-0.16,0.99,-0.05,0.28,-2.38,-0.98
-0.16,0.99,-0.05,0.35,-2.38,-0.84
-0.16,0.99,-0.05,0.98,-2.8,-0.49
-0.15,0.99,-0.05,0.7,-2.66,-0.98
-0.15,0.99,-0.05,0.77,-2.73,-0.63
-0.16,0.99,-0.05,0.91,-2.59,-0.77
-0.15,0.99,-0.05,0.84,-2.59,-0.56
-0.15,0.99,-0.05,0.84,-2.59,-0.63
-0.15,0.99,-0.05,0.84,-2.66,-0.63
-0.15,0.99,-0.06,0.91,-2.66,-0.77
-0.15,0.99,-0.06,0.84,-2.59,-0.56
-0.15,0.99,-0.06,0.63,-2.31,-0.77
-0.15,0.99,-0.05,0.56,-2.66,-0.56
-0.15,0.99,-0.06,0.42,-2.45,-0.84
-0.16,0.99,-0.05,0.28,-2.45,-0.77
-0.15,0.99,-0.06,0.28,-2.38,-0.84
-0.15,0.99,-0.05,-0.07,-2.31,-0.77
-0.15,0.99,-0.05,0,-2.31,-1.05
-0.15,0.99,-0.05,-0.07,-2.45,-0.91
-0.15,0.99,-0.05,-0.21,-2.45,-1.05
-0.16,0.99,-0.05,-0.07,-2.38,-0.91
-0.15,0.99,-0.05,-0.28,-2.31,-0.98
-0.15,0.99,-0.05,-0.14,-2.31,-1.19
-0.16,0.99,-0.05,-0.28,-2.38,-1.26
-0.15,0.99,-0.05,-0.21,-2.38,-0.91
-0.15,0.99,-0.05,-0.35,-2.45,-0.77
-0.16,0.99,-0.05,-0.35,-2.31,-0.98
-0.16,0.99,-0.05,-0.07,-2.38,-0.84
-0.15,0.99,-0.05,-0.07,-2.24,-0.98
-0.15,0.99,-0.05,0,-2.45,-0.77
-0.15,0.99,-0.05,-0.07,-2.1,-0.91
-0.16,0.99,-0.05,0.42,-2.38,-0.7
-0.15,0.99,-0.05,0.42,-2.38,-0.77
-0.16,0.99,-0.05,0.21,-2.38,-0.91
-0.15,0.99,-0.05,0.42,-2.52,-0.84
-0.15,0.99,-0.05,0.49,-2.59,-0.7
-0.15,0.99,-0.05,0.63,-2.52,-0.77
-0.15,0.99,-0.05,0.49,-2.52,-0.7
-0.15,0.99,-0.05,0.49,-2.66,-0.77
-0.15,0.99,-0.05,0.07,-2.31,-0.98
-0.15,0.99,-0.06,0.42,-2.52,-0.84
-0.15,0.99,-0.05,0.42,-2.24,-0.77
-0.15,0.99,-0.05,0.14,-2.31,-0.84
-0.15,0.99,-0.05,0.21,-2.31,-0.84
-0.15,0.99,-0.05,0,-2.17,-0.91
-0.15,0.99,-0.05,0.07,-2.17,-0.77
-0.15,0.99,-0.05,0.07,-2.45,-0.63
-0.16,0.99,-0.05,-0.14,-2.17,-0.98
-0.15,0.99,-0.05,-0.07,-2.17,-1.12
-0.15,0.99,-0.05,-0.07,-2.45,-0.84
-0.16,0.99,-0.05,-0.14,-2.24,-0.91
-0.16,0.99,-0.05,0.14,-2.38,-0.84
-0.16,0.99,-0.05,-0.07,-2.38,-0.98
-0.15,0.99,-0.05,0,-2.38,-0.77
-0.16,0.99,-0.05,0.28,-2.52,-0.84
-0.15,0.99,-0.05,0.14,-2.31,-0.91
-0.16,0.99,-0.05,0.21,-2.52,-0.56
-0.15,0.99,-0.05,0,-2.38,-0.91
-0.15,0.99,-0.05,0.28,-2.59,-0.77
-0.15,0.99,-0.05,0.21,-2.38,-0.7
-0.15,0.99,-0.05,0.21,-2.38,-0.7
-0.15,0.99,-0.05,0.28,-2.38,-0.7
-0.15,0.99,-0.05,0.21,-2.38,-0.77
-0.15,0.99,-0.05,0.42,-2.45,-0.77
-0.16,0.99,-0.05,0.28,-2.45,-0.84
-0.15,0.99,-0.05,0.14,-2.31,-0.84
-0.15,0.99,-0.05,0.21,-2.45,-0.91
-0.16,0.99,-0.05,0.42,-2.52,-0.91
-0.15,0.99,-0.05,0.21,-2.52,-0.63
-0.16,0.99,-0.05,0.14,-2.31,-0.84
-0.15,0.99,-0.05,-0.07,-2.31,-0.98
-0.15,0.99,-0.05,0,-2.38,-0.77
-0.16,0.99,-0.05,0.14,-2.45,-0.7
-0.15,0.99,-0.05,0,-2.31,-0.91
-0.15,0.99,-0.05,0.28,-2.38,-0.56
-0.15,0.99,-0.05,0.07,-2.38,-0.84
-0.15,0.99,-0.05,0.07,-2.17,-0.98
-0.16,0.99,-0.05,0.14,-2.31,-0.84
-0.16,0.99,-0.05,0.21,-2.38,-0.77
-0.15,0.99,-0.05,0.14,-2.45,-0.91
-0.15,0.99,-0.05,0.42,-2.52,-0.77
-0.15,0.99,-0.05,0.28,-2.45,-0.77
-0.15,0.99,-0.05,0.28,-2.38,-0.84
-0.16,0.99,-0.05,0.7,-2.66,-0.49
-0.16,0.99,-0.05,0.49,-2.59,-0.63
-0.15,0.99,-0.05,0.21,-2.45,-0.91
-0.15,0.99,-0.05,0.42,-2.52,-0.7
-0.15,0.99,-0.05,0.21,-2.31,-0.77
-0.16,0.99,-0.05,0.14,-2.38,-0.91
-0.15,0.99,-0.05,0,-2.24,-0.98
-0.15,0.99,-0.05,0.14,-2.45,-0.84
-0.15,0.99,-0.05,0.14,-2.38,-0.77
-0.16,0.99,-0.05,0.35,-2.59,-0.63
-0.16,0.99,-0.05,0.35,-2.52,-0.63
-0.15,0.99,-0.05,0.14,-2.45,-0.91
-0.16,0.99,-0.05,-0.07,-2.31,-0.84
-0.15,0.99,-0.05,0.07,-2.31,-0.84
-0.15,0.99,-0.05,0.07,-2.38,-0.84
-0.15,0.99,-0.05,0.21,-2.38,-0.7
-0.15,0.99,-0.05,-0.07,-2.31,-0.91
-0.16,0.99,-0.05,0.07,-2.38,-0.84
-0.15,0.99,-0.05,-0.07,-2.24,-0.91
-0.15,0.99,-0.05,-0.07,-2.38,-0.77
-0.15,0.99,-0.05,0.07,-2.24,-0.91
-0.15,0.99,-0.05,0,-2.24,-0.91
-0.15,0.99,-0.05,0.35,-2.38,-0.7
-0.15,0.99,-0.05,0.21,-2.45,-0.77
-0.15,0.99,-0.05,0.07,-2.38,-0.91
-0.15,0.99,-0.05,0.21,-2.38,-0.63
-0.16,0.99,-0.05,0.21,-2.45,-0.77
-0.15,0.99,-0.05,0.28,-2.45,-0.7
-0.15,0.99,-0.05,0.42,-2.45,-0.84
-0.15,0.99,-0.05,0.42,-2.45,-0.77
-0.15,0.99,-0.05,0.21,-2.45,-0.77
-0.16,0.99,-0.05,0.14,-2.24,-0.7
-0.15,0.99,-0.05,0.21,-2.45,-0.77
-0.15,0.99,-0.05,-0.14,-2.24,-0.77
-0.15,0.99,-0.05,0.07,-2.38,-0.84
-0.15,0.99,-0.05,0.14,-2.38,-0.84
-0.16,0.99,-0.05,0.28,-2.38,-0.63
-0.15,0.99,-0.05,-0.14,-2.24,-0.98
-0.16,0.99,-0.05,0.28,-2.38,-0.84
-0.15,0.99,-0.05,0.21,-2.45,-0.7
-0.15,0.99,-0.05,0.07,-2.24,-0.84
-0.15,0.99,-0.05,0,-2.52,-0.77
-0.15,0.99,-0.05,0.35,-2.59,-0.7
-0.15,0.99,-0.05,0.07,-2.59,-0.84
-0.16,0.99,-0.05,0,-2.38,-0.91
-0.15,0.99,-0.05,0.28,-2.38,-0.84
-0.16,0.99,-0.05,0,-2.38,-0.84
-0.15,0.99,-0.05,0,-2.24,-0.91
-0.15,0.99,-0.05,-17.85,-2.24,-0.91
-0.15,0.99,-0.05,-0.21,-2.31,-0.98
-0.15,0.99,-0.05,0.07,-2.24,-0.84
-0.15,0.99,-0.05,-0.07,-2.31,-0.84
-0.16,0.99,-0.05,0.35,-2.45,-0.77
-0.15,0.99,-0.05,0.14,-2.45,-0.77
-0.15,0.99,-0.05,0.07,-2.24,-0.84
-0.15,0.99,-0.05,0.21,-2.38,-0.84
-0.15,0.99,-0.05,0.28,-2.38,-0.77
-0.15,0.99,-0.05,0.07,-2.38,-0.91
-0.15,0.99,-0.05,0.14,-2.59,-0.91
-0.16,0.99,-0.05,0.21,-2.52,-0.84
-0.15,0.99,-0.05,0,-2.45,-0.7
-0.15,0.99,-0.05,0.28,-2.24,-0.84
-0.15,0.99,-0.05,0.49,-2.52,-0.56
-0.15,0.99,-0.05,0.35,-2.45,-0.77
-0.16,0.99,-0.05,0.35,-2.45,-0.7
-0.16,0.99,-0.05,0.35,-2.52,-0.91
-0.15,0.99,-0.05,0.21,-2.45,-0.98
-0.16,0.99,-0.05,0.21,-2.38,-0.91
-0.15,0.99,-0.05,0.14,-2.24,-0.84
-0.16,0.99,-0.05,0.35,-2.52,-0.84
-0.15,0.99,-0.05,0.21,-2.31,-0.7
-0.15,0.99,-0.05,0,-2.31,-0.84
-0.15,0.99,-0.05,0.21,-2.52,-0.7
-0.15,0.99,-0.05,0.21,-2.45,-0.98
-0.15,0.99,-0.05,0.14,-2.45,-0.77
-0.16,0.99,-0.05,0.28,-2.59,-0.77
-0.15,0.99,-0.05,0.35,-2.59,-0.7
-0.15,0.99,-0.05,0.14,-2.45,-0.84
-0.15,0.99,-0.05,0.07,-2.45,-0.63
-0.15,0.99,-0.05,-0.14,-2.24,-1.05
-0.16,0.99,-0.05,0.07,-2.17,-1.05
-0.15,0.99,-0.05,0.07,-2.38,-0.77
-0.16,0.99,-0.05,0.07,-2.31,-0.84
-0.15,0.99,-0.05,0.28,-2.38,-0.77
-0.15,0.99,-0.05,0,-2.24,-0.84
-0.16,0.99,-0.05,0.07,-2.45,-0.7
-0.16,0.99,-0.05,0,-2.31,-0.77
-0.15,0.99,-0.05,-0.07,-2.45,-0.7
-0.15,0.99,-0.05,0.28,-2.38,-0.77
-0.16,0.99,-0.05,0.14,-2.31,-0.84
-0.15,0.99,-0.05,0.28,-2.45,-0.77
-0.15,0.99,-0.05,0.21,-2.24,-0.91
-0.15,0.99,-0.05,-17.92,-2.31,-0.91
-0.15,0.99,-0.05,0.14,-2.45,-0.77
-0.15,0.99,-0.05,0.28,-2.52,-0.77
-0.15,0.99,-0.05,0.07,-2.45,-0.84
-0.15,0.99,-0.05,0.07,-2.24,-0.84
-0.16,0.99,-0.05,0.07,-2.59,-0.56
-0.15,0.99,-0.05,0.21,-2.52,-0.63
-0.16,0.99,-0.05,0.21,-2.31,-0.77
-0.16,0.99,-0.05,0.28,-2.31,-0.77
-0.15,0.99,-0.05,0.28,-2.52,-0.7
-0.16,0.99,-0.05,-0.07,-2.31,-0.77
-0.16,0.99,-0.05,0.14,-2.59,-0.77
-0.15,0.99,-0.05,0.14,-2.38,-0.77
-0.15,0.99,-0.05,0.14,-2.24,-0.98
-0.15,0.99,-0.05,0,-2.38,-0.84
-0.15,0.99,-0.05,0.28,-2.52,-0.84
-0.15,0.99,-0.05,0.14,-2.38,-0.77
