Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
0.09,-0.28,1,0.7,-3.43,-1.33
0.09,-0.28,0.99,0.07,-3.36,-1.33
0.09,-0.29,0.99,-0.07,-2.94,-1.68
0.09,-0.29,0.99,0.91,-2.17,-1.54
0.08,-0.28,0.99,1.33,-1.82,-1.19
0.08,-0.28,0.99,0.98,-2.1,-0.28
0.09,-0.28,0.99,0.14,-2.73,0.49
0.1,-0.28,1,-1.26,-2.66,-0.21
0.1,-0.29,1,-0.42,-2.31,-0.7
0.09,-0.29,1,0.77,-2.52,-0.84
0.09,-0.28,1,0.77,-2.94,-1.05
0.09,-0.29,1,0.7,-3.92,-1.05
0.1,-0.28,1,1.4,-4.69,-1.61
0.08,-0.29,0.99,3.36,-4.48,-1.89
0.08,-0.28,0.99,4.48,-4.2,-1.33
0.08,-0.27,0.98,2.94,-3.71,-0.42
0.08,-0.28,0.97,0.63,-2.31,0.28
0.09,-0.29,0.97,0.14,-1.4,0.56
0.1,-0.29,0.98,-0.49,-0.42,-0.07
0.1,-0.29,0.99,-0.63,-0.49,-1.05
0.09,-0.28,1,-0.28,-0.63,-1.96
0.09,-0.28,1,0.91,-0.77,-2.24
0.08,-0.27,1,2.45,-1.05,-2.1
0.08,-0.26,1,2.66,-1.54,-1.26
0.08,-0.26,1,2.31,-1.96,0.28
0.08,-0.26,1,1.96,-2.38,1.05
0.09,-0.27,1,1.54,-2.03,1.68
0.09,-0.27,1,1.4,-1.82,1.61
0.09,-0.28,1,1.12,-2.03,1.47
0.09,-0.28,1,0.56,-1.75,0.98
0.09,-0.28,1,0.56,-1.47,0.28
0.09,-0.29,0.99,0.77,-1.75,0.21
0.09,-0.28,1,-0.07,-1.82,-0.21
0.08,-0.28,1,-0.21,-1.61,-0.07
0.08,-0.28,1,0.28,-0.98,0.07
0.08,-0.28,0.99,0.98,-0.77,-0.35
0.08,-0.26,1,0,-1.4,0.21
0.08,-0.26,1,-0.84,-2.38,0.35
0.08,-0.28,1,0.28,-2.59,0.56
0.08,-0.27,1,1.12,-2.73,1.19
0.08,-0.28,1,0.7,-2.87,1.4
0.08,-0.29,0.99,1.47,-2.1,1.33
0.08,-0.29,0.99,1.12,-1.61,1.33
0.09,-0.28,0.99,-0.63,-0.98,1.05
0.1,-0.29,1,-1.54,-0.91,0.35
0.09,-0.29,1,-0.7,-0.77,-0.42
0.09,-0.29,1.01,0.77,-0.63,-0.98
0.08,-0.28,1.01,0.98,-1.54,-0.7
0.08,-0.28,1,0.91,-2.45,-0.14
0.09,-0.28,1,1.12,-2.87,-0.63
0.09,-0.28,1,0.7,-3.29,-0.63
0.09,-0.28,1,0.98,-3.78,-0.84
0.09,-0.28,1,1.89,-3.92,-0.98
0.08,-0.28,1,3.64,-3.22,-1.19
0.08,-0.27,0.99,3.99,-2.8,-0.84
0.08,-0.27,0.98,1.75,-2.45,0.07
0.08,-0.27,0.98,0.49,-2.24,0.7
0.08,-0.28,0.98,0.84,-1.75,0.63
0.09,-0.28,0.98,1.19,-0.84,0.14
0.09,-0.27,0.98,0.35,-0.56,-0.49
0.09,-0.26,0.99,-0.7,-0.77,-0.63
0.08,-0.26,1,-1.61,-1.19,-0.56
0.08,-0.27,1.01,-2.1,-1.96,-0.63
0.08,-0.27,1.02,-2.1,-3.08,-0.7
0.08,-0.28,1.02,-0.14,-3.85,-1.4
0.08,-0.28,1.02,1.96,-4.55,-2.03
0.08,-0.28,1.01,3.99,-5.04,-2.31
0.08,-0.27,0.99,4.13,-4.69,-1.96
0.08,-0.26,0.98,2.17,-3.85,-1.19
0.08,-0.25,0.97,0,-2.87,0.21
0.08,-0.27,0.97,-2.03,-1.47,1.26
0.09,-0.28,0.98,-3.15,-0.77,1.05
0.09,-0.28,0.99,-3.5,-0.7,0.56
0.09,-0.29,1,-3.08,-1.33,-0.14
0.08,-0.29,1.01,-1.96,-2.24,-1.12
0.09,-0.29,1.01,0.49,-3.36,-1.75
0.08,-0.29,1.01,2.52,-3.08,-2.8
0.08,-0.28,1,3.78,-3.29,-2.31
0.08,-0.27,0.99,2.45,-3.64,-1.54
0.09,-0.28,0.99,0.07,-3.36,-1.47
0.09,-0.29,0.98,17.78,-2.66,-1.26
0.08,-0.28,0.99,0.63,-1.54,-1.75
0.09,-0.27,0.99,0.35,-1.4,-2.38
0.09,-0.26,1,-0.7,-1.68,-2.1
0.09,-0.26,1.01,-2.52,-2.45,-1.96
0.08,-0.27,1.01,-1.33,-3.78,-1.96
0.08,-0.27,1.01,0.91,-4.9,-1.26
0.08,-0.27,1,2.59,-6.02,-1.4
0.08,-0.28,0.98,4.06,-5.46,-1.33
0.09,-0.27,0.98,3.01,-3.43,-1.33
0.09,-0.28,0.96,0.35,-2.38,-0.63
0.09,-0.28,0.97,-1.33,-1.26,-0.91
0.1,-0.28,0.98,-2.1,0.28,-1.33
0.1,-0.28,0.99,-3.36,-0.21,-1.82
0.09,-0.28,1.01,-2.87,-1.05,-2.03
0.08,-0.28,1.02,-1.61,-2.17,-2.03
0.08,-0.27,1.02,0.84,-3.57,-1.47
0.09,-0.27,1.01,1.26,-4.06,-1.33
0.09,-0.28,1.01,1.68,-4.27,-0.98
0.09,-0.28,1,1.82,-4.48,-0.98
0.09,-0.28,0.99,1.75,-4.27,-0.98
0.08,-0.28,0.98,1.12,-3.5,-0.77
0.09,-0.28,0.98,0.28,-2.45,-1.4
0.1,-0.27,0.99,-1.89,-2.24,-1.96
0.1,-0.28,1,-2.87,-2.59,-2.38
0.08,-0.28,1,-0.98,-2.8,-2.45
0.08,-0.28,1,1.75,-3.29,-2.24
0.09,-0.27,1,2.17,-3.57,-1.61
0.1,-0.26,0.99,0.14,-3.57,-1.47
0.09,-0.28,0.98,-0.63,-3.36,-1.54
0.08,-0.28,0.98,0.91,-2.17,-1.61
0.09,-0.28,0.98,1.61,-1.33,-2.24
0.09,-0.27,0.98,1.19,-0.91,-2.1
0.09,-0.27,0.99,0.84,-1.05,-1.68
0.09,-0.26,0.99,0.28,-0.98,-1.05
0.09,-0.26,0.99,-0.56,-0.56,-0.21
0.09,-0.26,0.99,-0.63,-0.14,1.05
0.09,-0.27,0.99,-1.75,0.07,1.33
0.1,-0.28,1,-2.8,0.07,0.91
0.1,-0.29,1.01,-2.24,-0.7,0.21
0.1,-0.3,1.01,-0.49,-1.89,-0.84
0.1,-0.29,1.01,0.91,-2.8,-1.82
0.09,-0.28,1.01,1.96,-3.15,-2.31
0.09,-0.27,1,2.38,-2.73,-1.54
0.09,-0.28,0.99,2.1,-2.59,-0.42
0.09,-0.27,0.99,1.05,-2.38,0.42
0.09,-0.28,0.99,0.42,-2.03,1.26
0.09,-0.28,0.99,0.35,-1.26,1.33
0.1,-0.28,0.99,0,-0.77,1.12
0.1,-0.28,1,-0.84,-0.77,0.56
0.11,-0.28,1.01,-0.84,-1.26,-0.56
0.1,-0.28,1.01,0.98,-2.45,-1.4
0.09,-0.27,1.02,2.8,-3.85,-1.4
0.09,-0.26,1.01,3.43,-4.97,-0.56
0.09,-0.26,1,2.87,-5.11,0.21
0.08,-0.27,0.99,3.22,-4.34,0.84
0.08,-0.27,0.98,3.36,-3.15,1.61
0.09,-0.26,0.98,0.91,-2.45,2.17
0.09,-0.27,0.98,-0.63,-1.96,1.96
0.09,-0.27,0.99,-1.4,-1.4,1.61
0.09,-0.27,1,-2.1,-2.31,1.05
0.09,-0.27,1.01,-2.03,-3.36,0.35
0.08,-0.28,1.01,-0.07,-4.2,-0.49
0.08,-0.28,1.01,2.31,-4.41,-1.82
0.08,-0.28,1,3.5,-4.76,-2.52
0.08,-0.28,0.99,3.64,-3.99,-2.52
0.08,-0.27,0.98,3.01,-2.73,-2.31
0.07,-0.26,0.98,2.17,-1.75,-1.12
0.07,-0.25,0.98,0.35,-0.84,1.12
0.07,-0.25,0.98,-1.75,-0.21,2.31
0.08,-0.26,0.99,-3.15,-0.21,3.15
0.08,-0.27,1.01,-3.99,-0.63,2.87
0.09,-0.28,1.01,-2.87,-1.61,1.26
0.09,-0.29,1.01,-1.12,-2.66,-0.7
0.09,-0.29,1.01,1.61,-3.92,-2.31
0.08,-0.29,1,3.57,-4.27,-3.01
0.08,-0.28,0.99,4.27,-4.13,-3.15
0.08,-0.26,0.98,2.03,-3.43,-2.66
0.08,-0.26,0.97,0.84,-2.59,-1.89
0.07,-0.26,0.96,1.05,-1.33,-0.63
0.07,-0.26,0.96,-0.21,0.28,0.56
0.09,-0.26,0.97,-2.94,2.03,1.54
0.1,-0.26,0.99,-6.51,3.43,1.47
0.1,-0.27,1.01,-7.42,3.15,1.05
0.09,-0.29,1.03,-6.3,1.19,0
0.09,-0.29,1.04,-3.22,-0.84,-0.98
0.09,-0.29,1.04,0.14,-3.08,-1.89
0.09,-0.29,1.03,3.71,-4.2,-2.45
0.09,-0.28,1.01,4.97,-4.69,-2.45
0.09,-0.28,1,4.48,-4.83,-1.96
0.09,-0.27,0.98,3.01,-3.71,-1.33
0.09,-0.28,0.97,0.7,-2.31,-0.49
0.09,-0.28,0.97,-1.82,-0.91,-0.07
0.09,-0.28,0.98,-3.85,0.07,-0.21
0.09,-0.29,0.99,-4.62,0.28,-1.19
0.09,-0.29,1,-3.99,-0.21,-2.03
0.09,-0.28,1.01,-3.22,-1.82,-3.01
0.09,-0.28,1.03,-2.24,-3.64,-3.57
0.07,-0.28,1.03,1.05,-5.32,-3.15
0.06,-0.28,1.01,4.41,-6.16,-2.31
0.06,-0.28,0.99,6.02,-6.02,-1.75
0.08,-0.28,0.97,4.76,-5.11,-1.12
0.08,-0.28,0.96,1.54,-3.29,-0.84
0.09,-0.28,0.95,-1.05,-1.26,-1.61
0.1,-0.28,0.96,-2.52,0.28,-2.17
0.09,-0.27,0.98,-4.13,0.49,-3.22
0.09,-0.27,1,-3.64,0.21,-3.99
0.08,-0.27,1.01,-1.47,-0.42,-4.27
0.08,-0.27,1.01,0.56,-1.89,-3.78
0.07,-0.26,1.01,2.1,-3.08,-2.52
0.06,-0.26,1,3.22,-3.29,-0.98
0.07,-0.26,0.99,3.36,-2.59,0.49
0.08,-0.26,0.98,1.68,-2.1,1.75
0.09,-0.28,0.98,-1.12,-1.68,1.26
0.1,-0.28,0.98,-2.38,-0.98,0.21
0.1,-0.29,0.99,-1.75,-0.14,-1.47
0.09,-0.28,0.99,-0.28,0.14,-1.89
0.08,-0.28,0.99,-0.49,0.42,-2.45
0.08,-0.27,1,-0.49,0.42,-1.47
0.08,-0.27,1.01,-1.12,-0.35,-0.28
0.08,-0.28,1.01,-0.98,-0.91,0.28
0.09,-0.29,1.01,0.28,-1.05,0.21
0.09,-0.28,1.01,1.61,-0.98,-0.14
0.1,-0.28,1.01,1.61,-1.68,-0.84
0.1,-0.28,1.01,1.47,-2.17,-1.05
0.1,-0.28,1,1.26,-2.03,-1.26
0.1,-0.28,1,0.77,-2.45,-0.98
0.09,-0.28,1,0.35,-2.8,-0.42
0.09,-0.28,0.99,0.77,-2.8,-0.77
0.09,-0.28,0.99,1.26,-2.1,-1.05
0.1,-0.27,0.99,0.49,-1.89,-1.47
0.1,-0.27,1,-0.49,-2.24,-1.96
0.09,-0.27,1.01,-0.63,-2.66,-2.8
0.08,-0.28,1.01,2.03,-3.64,-2.45
0.07,-0.27,1.01,3.85,-4.34,-1.96
0.08,-0.26,1,4.06,-4.48,-0.35
0.08,-0.25,0.99,2.52,-3.99,0.98
0.09,-0.26,0.98,0.21,-3.01,1.61
0.09,-0.27,0.99,-1.05,-2.03,0.7
0.09,-0.28,1,-0.7,-1.96,0.14
0.08,-0.27,1.01,-1.05,-2.52,-0.56
0.08,-0.27,1.01,-0.21,-3.71,-0.07
0.07,-0.27,1.01,0.56,-4.41,0.14
0.08,-0.28,1.01,1.33,-4.9,0.49
0.08,-0.28,1,1.26,-5.74,0.14
0.07,-0.29,0.99,1.61,-5.88,-0.28
0.07,-0.29,0.97,3.78,-4.69,-1.33
0.08,-0.28,0.96,3.92,-3.22,-1.96
0.08,-0.26,0.96,0.84,-1.26,-2.38
0.08,-0.26,0.97,-3.22,-0.07,-1.26
0.08,-0.26,0.99,-5.81,-0.07,-0.63
0.08,-0.28,1.01,-4.97,-0.84,-0.91
0.08,-0.28,1.02,-1.05,-1.82,-1.26
0.08,-0.28,1.01,1.75,-2.24,-1.96
0.08,-0.27,1,2.24,-2.45,-1.54
0.08,-0.27,0.99,1.33,-1.26,-0.98
0.09,-0.28,1,-1.4,-0.14,-0.35
0.08,-0.28,1,-2.94,-1.05,0.56
0.08,-0.28,1.02,-2.73,-1.4,0.84
0.09,-0.29,1.02,-0.14,-1.89,-0.21
0.09,-0.28,1.02,1.82,-3.29,-1.19
0.09,-0.28,1.01,1.96,-4.69,-2.24
0.09,-0.28,1,3.36,-4.34,-2.59
0.08,-0.27,0.98,3.64,-3.57,-2.17
0.07,-0.27,0.97,3.01,-2.73,-0.84
0.09,-0.26,0.97,-0.14,-1.05,0.49
0.09,-0.27,0.98,-2.66,0.21,1.89
0.09,-0.28,1,-3.99,0.21,1.89
0.09,-0.29,1.01,-2.24,0,1.05
0.1,-0.28,1.02,-0.14,-1.54,0.35
0.09,-0.28,1.02,1.61,-3.43,-1.75
0.09,-0.28,1.01,4.2,-4.06,-3.08
0.08,-0.27,1,5.53,-4.2,-3.5
0.08,-0.26,0.99,4.34,-4.69,-2.59
0.09,-0.25,0.98,1.12,-4.41,-1.47
0.08,-0.26,0.99,-0.56,-3.29,-0.84
0.08,-0.27,0.99,-0.84,-2.1,-0.77
0.08,-0.26,0.99,-0.7,-1.82,-0.63
0.09,-0.27,1,-0.28,-1.47,-0.84
0.08,-0.27,1,1.12,-1.68,-0.84
0.08,-0.26,1,1.12,-2.38,-0.7
0.09,-0.25,1,0.07,-2.73,-0.7
0.09,-0.25,1,-0.28,-2.59,-0.56
0.08,-0.25,1,-0.77,-2.59,-0.07
0.08,-0.26,1,-1.89,-3.15,0.98
0.08,-0.26,1.01,-2.94,-3.57,1.05
0.08,-0.28,1.01,-1.89,-3.78,0.77
0.08,-0.28,1.01,0.21,-3.99,-0.07
0.09,-0.28,1,0.77,-4.06,-1.4
0.09,-0.28,0.99,1.33,-3.92,-2.17
0.08,-0.28,0.98,1.4,-3.15,-2.17
0.08,-0.27,0.98,0.56,-2.73,-2.1
0.08,-0.26,0.98,-1.33,-2.59,-0.91
0.08,-0.27,0.98,-2.03,-1.89,0.42
0.07,-0.27,0.99,-2.59,-1.47,1.19
0.08,-0.28,0.99,-2.87,-1.61,1.75
0.09,-0.29,1,-2.87,-1.26,1.61
0.09,-0.3,1,-2.38,-1.75,-0.14
0.1,-0.3,1.01,-1.19,-2.1,-1.89
0.09,-0.29,1.01,0.42,-1.89,-3.29
0.08,-0.28,1.01,1.82,-2.66,-3.08
0.08,-0.28,1,0.98,-3.01,-2.52
0.08,-0.28,1,0.21,-3.15,-1.47
0.08,-0.28,1,0.56,-3.15,-1.26
0.09,-0.29,1,1.4,-2.8,-1.61
0.09,-0.28,0.99,1.75,-2.17,-1.89
0.09,-0.28,0.99,0.98,-2.24,-1.4
0.09,-0.28,0.99,-0.91,-2.24,-1.47
0.1,-0.28,0.99,-1.61,-1.54,-1.96
0.09,-0.28,1,-1.89,-1.4,-2.59
0.09,-0.28,1.01,-0.7,-2.17,-3.01
0.08,-0.28,1.01,1.33,-3.78,-3.01
0.08,-0.27,1,3.01,-4.76,-2.66
0.08,-0.27,0.99,3.64,-4.55,-2.8
0.09,-0.26,0.97,3.85,-3.99,-2.66
0.09,-0.25,0.96,2.59,-3.08,-1.89
0.09,-0.25,0.96,-0.28,-1.4,-1.33
0.09,-0.26,0.97,-3.15,-0.49,-0.49
0.09,-0.27,0.98,-4.2,0.63,-0.14
0.09,-0.27,1,-3.71,0.63,-0.14
0.09,-0.28,1.01,-2.31,-0.35,-0.49
0.09,-0.28,1.02,-0.77,-1.4,-0.56
0.09,-0.28,1.01,-0.28,-2.24,-0.84
0.09,-0.28,1.01,0.21,-2.59,-1.19
0.1,-0.27,1.01,0.07,-2.87,-1.47
0.09,-0.27,1.01,-0.63,-3.15,-1.89
0.09,-0.28,1.01,-0.28,-4.13,-2.24
0.09,-0.28,1,0.77,-5.04,-1.96
0.09,-0.27,1,1.05,-5.39,-1.54
0.08,-0.28,0.99,0.77,-5.18,-1.19
0.09,-0.28,0.98,0.7,-4.34,-0.84
0.09,-0.28,0.98,0.56,-3.15,-0.49
0.09,-0.28,0.97,-0.28,-1.96,-0.07
0.09,-0.28,0.98,-0.98,-0.42,-0.35
0.09,-0.28,0.98,-1.82,0.35,-0.28
0.1,-0.28,1,-2.87,0.07,-0.63
0.09,-0.28,1.01,-1.75,-0.56,-0.56
0.09,-0.28,1.01,0.35,-1.82,-0.84
0.08,-0.27,1,1.4,-3.08,-0.21
0.09,-0.27,1,0.98,-3.5,0.28
0.09,-0.28,1,0.77,-3.43,0.42
0.09,-0.28,0.99,0.91,-3.43,-0.21
0.1,-0.29,0.99,1.47,-3.15,-0.7
0.09,-0.29,0.98,1.61,-2.59,-0.84
0.09,-0.28,0.98,0.77,-1.68,-1.19
0.09,-0.28,0.98,-17.78,-0.7,-1.19
0.09,-0.28,0.99,-0.28,-0.28,-1.05
0.09,-0.28,1,-0.98,-0.21,-1.19
0.09,-0.27,1.01,-0.35,-0.98,-0.7
0.08,-0.27,1.01,-0.21,-1.96,-0.21
0.09,-0.27,1.01,-0.07,-3.15,-0.21
0.1,-0.27,1.01,1.19,-3.5,-0.91
0.09,-0.28,1.01,2.52,-3.85,-1.61
0.09,-0.27,1,3.71,-4.55,-1.26
0.09,-0.27,0.99,3.36,-4.69,-0.84
0.09,-0.27,0.98,2.03,-4.41,0.28
0.09,-0.28,0.97,0.7,-3.15,0.35
0.09,-0.28,0.97,-0.35,-1.82,0.42
0.1,-0.28,0.97,-1.75,-0.77,-0.14
0.1,-0.28,0.98,-2.31,-0.49,-0.56
0.09,-0.28,0.99,-1.68,-0.49,-0.56
0.08,-0.28,1,-0.21,-0.91,-0.21
0.08,-0.28,1,0.7,-1.68,0.28
0.09,-0.27,1.01,0.56,-2.66,-0.07
0.1,-0.28,1,1.82,-3.36,-0.91
0.1,-0.28,1,2.59,-3.01,-1.82
0.09,-0.27,0.99,2.45,-3.08,-1.75
0.09,-0.27,0.99,0.63,-2.8,-1.26
0.09,-0.27,0.99,-0.14,-2.03,-0.56
0.09,-0.27,0.99,-1.26,-1.82,-0.14
0.09,-0.27,1,-2.31,-2.31,-0.21
0.09,-0.28,1.01,-1.68,-2.8,-0.35
0.09,-0.27,1.01,0.49,-3.08,-0.91
0.09,-0.27,1.01,1.75,-3.36,-1.26
0.09,-0.26,1.01,1.19,-3.71,-0.7
0.08,-0.27,1,0.21,-4.2,0.63
0.08,-0.28,0.99,-0.42,-3.99,0.77
0.09,-0.28,0.99,0.63,-3.92,0.63
0.09,-0.28,0.98,0.63,-2.66,-0.07
0.09,-0.28,0.98,-0.21,-2.17,0
0.09,-0.28,0.99,-1.4,-2.17,-0.14
0.09,-0.29,1,-0.98,-2.45,-0.14
0.09,-0.28,1,0,-2.73,-0.56
0.09,-0.27,1,0.35,-3.5,-0.63
0.08,-0.27,1,0.42,-3.64,-0.28
0.08,-0.28,0.99,0.84,-3.36,-0.14
0.08,-0.28,0.98,1.33,-2.8,0.21
0.09,-0.28,0.98,0.63,-2.03,0
0.09,-0.29,0.99,-0.63,-1.12,-0.35
0.09,-0.29,0.99,-1.33,-0.98,-0.56
0.09,-0.29,1,-0.98,-0.7,-1.75
0.09,-0.29,1,0.63,-1.05,-2.24
0.08,-0.27,1,1.82,-1.54,-2.52
0.09,-0.26,1,1.54,-1.54,-2.24
0.09,-0.25,1,0.91,-1.4,-1.12
0.08,-0.25,1,0.28,-2.1,0.7
0.08,-0.26,1.01,-1.12,-2.8,2.38
0.09,-0.27,1.01,-1.12,-3.01,3.08
0.09,-0.28,1.01,-0.84,-3.71,2.59
0.1,-0.29,1.01,-0.21,-3.99,0.98
0.1,-0.3,1,0.84,-3.78,-0.77
0.09,-0.29,0.99,1.54,-3.57,-2.38
0.09,-0.28,0.99,0.84,-2.87,-2.73
0.08,-0.28,0.99,1.05,-2.38,-2.24
0.07,-0.28,0.99,1.05,-2.31,-1.05
0.08,-0.27,0.99,0.14,-2.38,0
0.08,-0.27,0.99,-0.21,-2.1,0.7
0.09,-0.27,0.99,0.35,-1.68,0.98
0.09,-0.27,0.99,-0.35,-1.47,0.56
0.1,-0.28,0.99,-0.77,-1.68,-0.14
0.09,-0.29,1,0.49,-1.47,-0.56
0.09,-0.28,1,1.89,-1.19,-1.12
0.09,-0.28,1,1.26,-1.33,-1.19
0.09,-0.27,1,0.35,-1.54,-1.47
0.08,-0.27,1,0.63,-1.33,-0.56
0.08,-0.27,1,1.54,-0.98,0.28
0.08,-0.26,1,1.68,-0.7,1.12
0.08,-0.26,1,0.21,-0.49,2.17
0.09,-0.27,1,-0.84,-0.84,3.15
0.08,-0.28,1,-0.49,-1.19,2.87
0.09,-0.28,1,0.21,-1.89,1.82
0.1,-0.28,1,0.49,-1.61,0.21
0.09,-0.28,1,0.35,-1.61,-0.84
0.08,-0.28,1,-0.42,-1.96,-1.05
0.08,-0.28,1,0,-2.38,-0.91
0.07,-0.28,0.99,0.7,-2.24,-0.63
0.07,-0.27,0.99,1.26,-1.4,0
0.07,-0.27,0.98,1.05,-0.77,0.98
0.07,-0.27,0.99,0.35,0.07,2.03
0.08,-0.27,0.99,-0.91,0,2.1
0.1,-0.27,1.01,-1.96,-0.35,1.05
0.09,-0.28,1.01,-0.98,-0.56,0.14
0.08,-0.28,1.01,1.19,-1.75,-0.42
0.09,-0.28,1.01,1.96,-3.08,-0.49
0.09,-0.27,1,1.33,-3.57,-0.21
0.08,-0.27,0.99,1.61,-3.01,0.49
0.07,-0.28,0.98,2.45,-1.75,1.82
0.07,-0.28,0.98,1.68,-1.47,2.73
0.08,-0.28,0.98,0.07,-0.49,2.94
0.09,-0.28,0.98,-1.75,0.42,1.89
0.09,-0.29,0.99,-2.31,0.49,0.91
0.09,-0.29,1.01,-1.82,0.35,-0.35
0.09,-0.28,1.02,-1.19,-0.35,-1.12
0.08,-0.28,1.02,-0.49,-2.03,-1.4
0.08,-0.28,1.03,1.19,-3.5,-1.68
0.08,-0.28,1.02,3.64,-4.41,-1.47
0.07,-0.27,1.01,4.76,-3.99,-0.98
0.08,-0.26,0.99,3.71,-3.78,-0.14
0.08,-0.27,0.98,1.4,-2.94,0.91
0.08,-0.27,0.98,-0.28,-1.82,1.75
0.08,-0.28,0.98,-1.12,-0.91,2.31
0.08,-0.28,0.99,-1.82,-1.12,2.31
0.08,-0.28,0.99,-2.17,-2.38,1.61
0.08,-0.28,1,-1.61,-3.15,0.14
