177,170,1022
189,177,1023
172,165,1023
181,171,1023
172,164,1023
172,163,1023
190,175,1023
169,162,1023
182,170,1023
173,164,1023
171,162,1023
188,174,1022
171,163,1023
179,167,1023
179,169,1023
170,165,1023
181,172,1023
176,166,1023
173,163,1023
185,173,1023
173,166,1023
180,168,1020
175,165,1023
170,163,1023
187,174,1023
169,165,1023
173,171,1023
169,164,1023
174,163,1023
180,170,1023
159,156,1023
201,182,1023
157,157,1023
182,167,1023
177,167,1020
163,158,1023
204,182,1023
159,159,1023
179,168,1023
179,169,1022
162,159,1023
205,183,1023
160,158,1023
177,164,1023
185,174,1023
160,159,1023
184,172,1023
173,168,1023
164,160,1023
204,184,1023
159,157,1023
180,168,1023
178,168,1023
162,157,1023
204,182,1023
160,158,1023
177,167,1023
180,171,1023
161,158,1023
205,183,1023
161,159,1023
174,164,1023
187,175,1022
176,163,1022
171,161,1023
200,182,1023
157,158,1023
199,178,1020
163,157,1023
169,161,1023
198,180,1023
159,157,1023
200,178,1023
164,161,1023
168,159,1021
197,182,1023
160,159,1023
175,166,1023
180,171,1023
163,158,1023
204,184,1023
158,159,1020
182,168,1023
178,169,1023
162,158,1023
204,184,1023
158,159,1023
185,171,1023
172,169,1023
165,161,1023
204,184,1023
158,157,1023
189,172,1020
170,164,1023
166,159,1023
204,183,1023
159,157,1023
194,174,1023
167,162,1023
126,151,1023
168,168,1023
169,166,1023
145,153,1023
172,167,1023
170,167,1023
146,153,1023
188,179,1023
150,155,1023
149,154,1023
188,179,1021
150,155,1023
149,154,1022
189,180,1023
150,156,1023
150,154,1023
189,179,1023
149,157,1023
149,155,1023
190,180,1023
148,158,1023
149,155,1023
189,180,1023
149,157,1023
150,157,1023
189,180,1023
150,157,1023
150,154,1023
190,180,1023
150,158,1023
149,156,1023
190,180,1022
148,156,1023
149,155,1023
189,180,1023
149,156,1022
150,155,1023
150,160,1023
156,160,1023
147,154,1023
186,178,1023
154,159,1023
147,154,1023
188,179,1023
154,159,1023
148,155,1023
188,180,1023
150,156,1022
146,158,1023
189,181,1023
149,156,1022
150,154,1023
188,179,1023
148,156,1023
150,155,1023
189,180,1023
148,156,1023
150,157,1023
190,179,1023
147,155,1023
152,157,1023
189,174,1023
148,155,1023
151,155,1023
190,179,1023
147,155,1023
154,158,1023
187,178,1023
147,155,1023
177,173,1023
160,162,1023
146,153,1023
183,176,1023
176,178,1023
145,153,1023
152,155,1023
189,180,1023
148,155,1023
154,158,1021
188,180,1023
148,156,1023
155,159,1021
187,179,1023
145,155,1023
157,161,1023
185,178,1023
147,153,1023
158,161,1023
185,175,1023
145,152,1023
160,163,1023
180,174,1023
145,153,1023
164,164,1023
177,172,1023
145,153,1023
167,166,1023
174,169,1023
146,154,1023
187,182,1023
148,156,1023
147,155,1021
192,180,1023
147,156,1023
148,153,1023
191,180,1023
147,155,1023
149,154,1023
192,181,1023
147,155,1023
137,152,1023
171,168,1023
171,167,1023
145,153,1023
174,172,1023
168,167,1023
146,153,1023
175,172,1023
164,164,1023
146,154,1023
182,176,1023
161,161,1023
146,153,1023
186,178,1023
157,161,1023
147,153,1023
187,179,1023
154,160,1023
148,153,1023
187,178,1023
145,155,1023
154,157,1023
188,178,1023
146,154,1023
156,159,1023
188,180,1023
145,154,1023
157,159,1023
185,176,1023
145,153,1023
159,161,1023
184,174,1023
145,154,1023
163,164,1023
179,174,1023
146,154,1023
140,154,1023
187,177,1023
152,156,1023
148,156,1023
188,179,1023
149,156,1023
150,154,1023
190,181,1023
147,157,1023
150,156,1023
188,180,1023
149,155,1020
150,155,1023
189,180,1023
143,153,1023
165,166,1023
176,171,1023
147,153,1023
170,169,1023
170,168,1023
146,153,1023
174,170,1023
168,165,1023
147,153,1023
177,172,1023
164,165,1023
147,153,1023
180,174,1023
161,164,1023
147,154,1023
183,178,1023
159,161,1022
148,153,1023
186,175,1022
155,160,1023
147,155,1023
186,179,1023
175,177,1022
143,154,1023
158,160,1021
184,174,1023
145,154,1023
160,164,1023
180,174,1023
147,154,1023
184,179,1023
155,160,1023
149,154,1023
187,177,1023
153,157,1023
148,155,1022
187,180,1023
149,157,1023
149,155,1023
188,182,1023
149,156,1023
151,155,1021
190,181,1023
148,158,1023
149,155,1023
189,180,1023
149,156,1021
150,156,1023
188,181,1023
148,156,1023
151,156,1023
188,179,1023
148,156,1023
152,157,1023
122,150,1023
143,153,1023
181,175,1023
160,166,1023
140,153,1023
151,155,1023
149,156,1023
182,178,1023
154,163,1023
140,152,1023
152,156,1023
181,178,1023
148,160,1023
140,152,1021
152,159,1023
183,179,1023
144,157,1023
141,151,1023
157,159,1023
182,177,1023
142,155,1023
140,152,1023
164,163,1023
179,178,1023
141,154,1023
141,152,1023
171,170,1021
175,175,1023
137,153,1023
144,152,1023
175,173,1023
179,179,1023
146,158,1023
140,153,1023
155,160,1023
181,177,1023
143,154,1023
140,151,1023
161,162,1023
182,177,1023
140,153,1023
131,149,1023
172,170,1023
169,173,1023
138,152,1023
144,153,1023
183,177,1023
152,162,1023
140,152,1023
152,157,1023
183,179,1023
141,154,1023
142,151,1023
171,168,1023
175,175,1023
140,152,1023
144,153,1023
181,173,1023
161,166,1023
140,156,1023
147,154,1023
183,176,1023
170,173,1023
140,154,1023
147,155,1023
180,175,1023
156,164,1023
138,152,1023
154,157,1023
183,179,1023
142,154,1023
140,152,1023
162,162,1023
178,177,1023
142,155,1023
144,152,1023
173,171,1023
167,170,1023
114,150,1023
173,174,1023
159,167,1023
138,151,1023
144,153,1023
183,178,1023
155,163,1023
139,152,1023
148,156,1022
182,176,1023
150,161,1023
140,153,1023
151,157,1023
164,165,1023
177,177,1023
140,153,1023
144,153,1023
178,171,1023
163,169,1023
139,150,1023
145,153,1023
180,177,1020
158,167,1023
140,152,1023
145,154,1023
180,175,1023
156,163,1023
140,152,1023
146,156,1023
181,177,1023
147,160,1023
141,153,1023
152,156,1023
180,177,1023
148,159,1023
140,152,1023
140,155,1023
180,177,1023
152,161,1023
141,153,1023
153,159,1023
183,179,1023
144,157,1023
141,152,1023
142,152,1023
172,168,1023
175,175,1023
140,152,1023
143,151,1023
171,169,1023
175,176,1023
141,153,1023
143,153,1023
170,165,1023
173,175,1023
140,153,1023
144,152,1020
171,170,1023
173,175,1023
139,153,1023
144,154,1023
172,169,1023
172,174,1023
140,154,1023
144,155,1023
174,172,1023
173,173,1023
138,151,1023
144,154,1023
178,172,1023
165,169,1023
139,153,1023
144,153,1023
170,175,1023
176,177,1023
144,159,1023
142,151,1023
153,158,1023
180,177,1023
145,159,1023
141,153,1022
154,160,1023
180,177,1023
147,159,1023
140,151,1023
152,158,1023
181,178,1023
144,157,1023
141,152,1023
155,159,1023
180,176,1023
142,155,1023
142,152,1023
156,160,1022
181,177,1023
142,154,1023
141,151,1023
159,162,1023
180,177,1023
143,153,1023
143,152,1023
162,163,1023
179,177,1023
140,154,1023
144,152,1022
144,154,1023
179,175,1023
163,169,1023
139,151,1023
134,151,1023
176,174,1018
160,166,1023
141,151,1023
146,155,1023
182,177,1022
154,164,1023
141,151,1023
148,156,1023
183,179,1023
151,163,1023
141,152,1023
149,157,1023
182,177,1023
148,160,1023
139,152,1023
152,157,1023
183,178,1023
143,156,1023
143,151,1023
158,161,1023
181,177,1020
142,155,1023
143,153,1023
164,163,1023
179,176,1023
141,152,1023
139,152,1023
146,154,1023
182,177,1023
155,164,1023
139,151,1023
147,155,1023
182,177,1021
153,163,1023
138,151,1023
150,155,1023
171,174,1023
145,157,1023
139,151,1023
153,156,1023
182,178,1023
144,157,1023
140,152,1023
158,161,1023
181,178,1023
142,156,1023
141,152,1023
158,161,1023
180,177,1023
141,155,1023
143,153,1023
167,164,1023
178,175,1023
139,153,1023
144,152,1018
171,167,1023
177,177,1023
154,160,1023
139,151,1023
150,156,1023
181,177,1023
146,157,1023
138,150,1023
150,157,1023
184,177,1023
132,148,1023
117,134,1023
146,152,1023
189,183,1023
126,145,1023
113,131,1023
184,174,1023
233,203,1023
169,181,1023
136,153,1023
113,134,1023
167,164,1023
212,196,1022
142,158,1023
143,151,1023
154,158,1023
184,179,1022
